platform,imgyear,julday,reflfile,tcfile,cloudfile
TM,2004,216,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LE7046031_2004_216_20120326_223000_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LE7046031_2004_216_20120327_130857_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LE7046031_2004_216_20120127_092326_cloudmask.bsq
TM,2004,192,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LT5046031_2004_192_20120326_223621_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LT5046031_2004_192_20120327_131144_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LT5046031_2004_192_20120127_092015_cloudmask.bsq
TM,2004,208,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LT5046031_2004_208_20120326_224241_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LT5046031_2004_208_20120327_131433_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LT5046031_2004_208_20120127_092215_cloudmask.bsq
TM,2004,224,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LT5046031_2004_224_20120326_224921_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LT5046031_2004_224_20120327_131721_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LT5046031_2004_224_20120127_092516_cloudmask.bsq
TM,2004,240,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LT5046031_2004_240_20120326_225544_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LT5046031_2004_240_20120327_132008_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2004\LT5046031_2004_240_20120127_092628_cloudmask.bsq
TM,2005,234,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LE7046031_2005_234_20120326_230215_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LE7046031_2005_234_20120327_132256_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LE7046031_2005_234_20120127_093319_cloudmask.bsq
TM,2005,194,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LT5046031_2005_194_20120326_230841_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LT5046031_2005_194_20120327_132540_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LT5046031_2005_194_20120127_092737_cloudmask.bsq
TM,2005,210,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LT5046031_2005_210_20120326_231554_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LT5046031_2005_210_20120327_132831_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LT5046031_2005_210_20120127_092845_cloudmask.bsq
TM,2005,226,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LT5046031_2005_226_20120326_232218_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LT5046031_2005_226_20120327_133122_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LT5046031_2005_226_20120127_093206_cloudmask.bsq
TM,2005,242,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LT5046031_2005_242_20120326_232917_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LT5046031_2005_242_20120327_133407_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LT5046031_2005_242_20120127_093514_cloudmask.bsq
TM,2005,218,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LE7046031_2005_218_20120326_233610_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LE7046031_2005_218_20120327_133649_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2005\LE7046031_2005_218_20120127_093019_cloudmask.bsq
TM,2006,189,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LE7046031_2006_189_20120326_234317_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LE7046031_2006_189_20120327_133936_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LE7046031_2006_189_20120127_093625_cloudmask.bsq
TM,2006,205,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LE7046031_2006_205_20120326_235045_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LE7046031_2006_205_20120327_134225_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LE7046031_2006_205_20120127_093922_cloudmask.bsq
TM,2006,221,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LE7046031_2006_221_20120326_235741_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LE7046031_2006_221_20120327_134514_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LE7046031_2006_221_20120127_094223_cloudmask.bsq
TM,2006,237,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LE7046031_2006_237_20120327_000345_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LE7046031_2006_237_20120327_134803_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LE7046031_2006_237_20120127_094524_cloudmask.bsq
TM,2006,197,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LT5046031_2006_197_20120327_001022_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LT5046031_2006_197_20120327_135049_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LT5046031_2006_197_20120127_093813_cloudmask.bsq
TM,2006,213,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LT5046031_2006_213_20120327_001624_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LT5046031_2006_213_20120327_135341_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LT5046031_2006_213_20120127_094110_cloudmask.bsq
TM,2006,229,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LT5046031_2006_229_20120327_002311_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LT5046031_2006_229_20120327_135626_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2006\LT5046031_2006_229_20120127_094409_cloudmask.bsq
TM,2007,224,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LE7046031_2007_224_20120327_002935_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LE7046031_2007_224_20120327_135912_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LE7046031_2007_224_20120127_095207_cloudmask.bsq
TM,2007,184,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LT5046031_2007_184_20120327_003532_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LT5046031_2007_184_20120327_140158_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LT5046031_2007_184_20120127_094712_cloudmask.bsq
TM,2007,216,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LT5046031_2007_216_20120327_004157_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LT5046031_2007_216_20120327_140444_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LT5046031_2007_216_20120127_095028_cloudmask.bsq
TM,2007,232,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LT5046031_2007_232_20120327_004820_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LT5046031_2007_232_20120327_140735_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LT5046031_2007_232_20120127_095417_cloudmask.bsq
TM,2007,208,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LE7046031_2007_208_20120327_005435_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LE7046031_2007_208_20120327_141023_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2007\LE7046031_2007_208_20120127_094840_cloudmask.bsq
TM,2008,235,T:\Groups\Spacers-Annex2\Scenes\046031\images\2008\LT5046031_2008_235_20120327_010054_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2008\LT5046031_2008_235_20120327_141309_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2008\LT5046031_2008_235_20120127_095605_cloudmask.bsq
TM,2008,243,T:\Groups\Spacers-Annex2\Scenes\046031\images\2008\LE7046031_2008_243_20120327_010658_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2008\LE7046031_2008_243_20120327_141558_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2008\LE7046031_2008_243_20120127_095724_cloudmask.bsq
TM,2009,197,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LE7046031_2009_197_20120327_011317_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LE7046031_2009_197_20120327_141846_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LE7046031_2009_197_20120127_100210_cloudmask.bsq
TM,2009,229,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LE7046031_2009_229_20120327_011932_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LE7046031_2009_229_20120327_142137_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LE7046031_2009_229_20120127_100512_cloudmask.bsq
TM,2009,189,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LT5046031_2009_189_20120327_012534_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LT5046031_2009_189_20120327_142427_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LT5046031_2009_189_20120127_100000_cloudmask.bsq
TM,2009,221,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LT5046031_2009_221_20120327_013212_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LT5046031_2009_221_20120327_142716_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LT5046031_2009_221_20120127_100358_cloudmask.bsq
TM,2009,237,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LT5046031_2009_237_20120327_013859_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LT5046031_2009_237_20120327_143007_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2009\LT5046031_2009_237_20120127_100704_cloudmask.bsq
TM,2010,200,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LE7046031_2010_200_20120327_014457_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LE7046031_2010_200_20120327_143254_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LE7046031_2010_200_20120127_101011_cloudmask.bsq
TM,2010,216,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LE7046031_2010_216_20120327_015147_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LE7046031_2010_216_20120327_143541_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LE7046031_2010_216_20120127_101324_cloudmask.bsq
TM,2010,208,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LT5046031_2010_208_20120327_015821_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LT5046031_2010_208_20120327_143826_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LT5046031_2010_208_20120127_101159_cloudmask.bsq
TM,2010,224,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LT5046031_2010_224_20120327_020503_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LT5046031_2010_224_20120327_144111_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LT5046031_2010_224_20120127_101512_cloudmask.bsq
TM,2010,184,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LE7046031_2010_184_20120327_021122_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LE7046031_2010_184_20120327_144357_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2010\LE7046031_2010_184_20120127_100822_cloudmask.bsq
TM,2011,203,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LE7046031_2011_203_20120327_021724_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LE7046031_2011_203_20120327_144643_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LE7046031_2011_203_20120127_101843_cloudmask.bsq
TM,2011,235,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LE7046031_2011_235_20120327_022334_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LE7046031_2011_235_20120327_144930_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LE7046031_2011_235_20120127_102307_cloudmask.bsq
TM,2011,195,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LT5046031_2011_195_20120327_022936_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LT5046031_2011_195_20120327_145215_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LT5046031_2011_195_20120127_101638_cloudmask.bsq
TM,2011,211,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LT5046031_2011_211_20120327_023540_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LT5046031_2011_211_20120327_145457_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LT5046031_2011_211_20120127_102033_cloudmask.bsq
TM,2011,227,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LT5046031_2011_227_20120327_024211_to_ledaps_1998_207.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LT5046031_2011_227_20120327_145738_ltc.bsq,T:\Groups\Spacers-Annex2\Scenes\046031\images\2011\LT5046031_2011_227_20120127_102146_cloudmask.bsq
